"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"529","2019-06-06 16:13:03","2019-06-06 16:19:41","0","386e4cf95b3d109a","100","398","1","2019-06-06 16:19:42","R_D7DCyw9UPLJIzzb","","","","",42.52,-70.9,"anonymous","EN","0","0","91.541","0","3","5","4","4","5","5.467","23.412","24.633","5","4","6","4","6","2","6","10.945","28.64","29.174","6","6","7","4","3","2","6","3.258","22.659","23.302","6","1","2","7","2","5","3.659","12.729","14","5","2","7","5","2","6","2.755","14.115","14.673","5","6","3","1","7","2.314","12.991","13.963","4","1","7","1","7","3","1.652","9.342","9.734","6","7","1","2","7","1.984","10.029","10.762","4","3","7","1","6","2","2.134","19.86","20.627","9","1","7","2","7","1","1.603","14.765","16.897","5","2","2","1","6","7","2.894","11.501","12.329","5","5","4","4","4","5","3.771","20.867","21.361","6","5","3","3","5","5","4.959","20.604","21.153","5","6","5","4","4","6","3.128","27.529","28.362","5","","2bb12fcba702a946","3EKVH9QMEY4MMQEEL2G742OMUWUD2O","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"530","2019-06-06 12:24:34","2019-06-06 12:26:42","0","0c15d36d1ca66561","33","127","0","2019-06-06 16:27:09","R_z9k2aRMarMEfe1z","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","7","6","6.026","19.612","20.426","6","7","7","6","1","7","3.233","47.09","47.86","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9a232a00539bf58b","3I7DHKZYGN0BJ7BXURDVQ9UJQG3F5Y","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"531","2019-06-06 16:20:50","2019-06-06 16:31:21","0","568dd1b086a34f27","100","630","1","2019-06-06 16:31:21","R_ST45ngtAlye9W3D","","","","",43.66,-70.25,"anonymous","EN","","","","","2","2","4","5","5","0","0","16.888","0","2","7","3","2","1","5","14.09","33.519","35.764","6","2","6","2","2","4","7","0","0","20.754","0","2","1","7","1","6","5.836","20.156","21.093","5","1","7","7","1","7","2.176","15.452","16.354","7","7","4","1","7","24.516","50.504","51.69","4","2","3","4","6","3","2.594","9.664","10.84","5","7","2","2","7","15.839","26.554","27.717","4","1","5","2","5","6","13.644","25.043","26.493","5","1","7","3","7","1","6.491","20.993","22.044","5","1","1","1","1","7","3.436","13.633","14.475","6","6","4","6","5","2","3.7","13.945","15.178","5","6","7","6","2","2","51.125","55.854","56.946","4","5","5","3","2","3","2.874","21.973","22.886","5","","29fb9ad7c941c9d3","3VBEN272MKZI3953H7WL154N5IAGS5","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"532","2019-06-06 12:28:49","2019-06-06 12:34:51","0","ff6e423965558873","15","362","0","2019-06-06 16:34:52","R_31YgSOySR3PG9X9","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f5a3d62e940b762e","3SNVL38CI4S7YECQACR0KSSYQUDKCM","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"533","2019-06-06 16:31:12","2019-06-06 16:38:42","0","41f3b52c729683d6","100","449","1","2019-06-06 16:38:42","R_RqszUltcnK8elB7","","","","",42.43,-71.06,"anonymous","EN","30.7","30.7","96.962","1","2","2","2","2","3","3.965","13.355","14.764","5","5","5","3","3","1","3","5.409","25.487","29.772","6","2","7","1","7","5","7","9.694","33.658","35.494","9","1","2","6","1","7","3.066","22.913","24.498","6","1","7","7","1","7","4.485","26.945","28.266","6","7","3","1","7","7.833","19.259","20.313","4","2","6","2","7","3","3.293","12.949","14.187","6","7","1","1","7","2.563","7.955","9.43","4","2","6","2","6","2","3.008","14.781","16.287","6","1","7","2","7","1","5.204","13.459","14.585","5","4","1","1","7","7","5.172","18.231","19.302","6","7","2","6","7","2","5.084","22.672","24.224","7","5","6","6","2","2","2.918","12.477","13.719","5","5","5","3","5","5","2.792","22.874","24.401","5","thank you","059094b687cb1d3c","3K9FOBBF2HJ19ORZK2CFF3ZPE1UNLE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"534","2019-06-06 12:44:38","2019-06-06 12:44:43","0","c21d586a74992a51","3","5","0","2019-06-06 16:45:11","R_1MMxjUNQ127xBID","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b25799758c3362ba","3WJEQKOXA82HZYT6IOPR9I6BHL61AC","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"535","2019-06-06 12:45:49","2019-06-06 12:46:23","0","5f94827982509c2d","28","34","0","2019-06-06 16:46:24","R_cwQeSBOUxYUdNQJ","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","6","3","5","3.778","16.856","17.719","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79b68099852c3ecc","3I02618YA064VZQ69VH8AF03R44UPL","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"536","2019-06-06 16:42:25","2019-06-06 16:47:58","0","3b385cd5d8d71681","100","333","1","2019-06-06 16:47:58","R_1dsI3A6lzOPOmvf","","","","",41.43,-87.36,"anonymous","EN","83.224","83.224","92.701","1","4","4","4","4","5","4.671","16.767","17.828","6","4","7","1","1","1","5","2.81","12.65","14.38","6","5","4","1","1","2","7","3.163","19.535","20.172","6","1","2","7","1","7","3.549","16.329","17.195","5","1","7","7","1","7","2.066","32.328","33.926","6","7","2","1","7","2.765","9.425","10.417","4","1","7","1","7","3","1.759","8.771","9.634","5","7","1","1","7","1.79","6.196","7.133","4","1","7","1","7","1","2.55","10.2","10.911","5","1","7","1","7","1","1.189","7.387","8.726","5","4","4","4","5","7","2.527","9.993","11.676","5","1","7","1","1","7","2.221","10.985","11.862","5","4","2","1","6","6","1.862","10.706","11.759","5","4","4","4","5","7","4.115","12.779","13.665","5","","ffec597011965fc8","3KYQYYSHYV70TX3J80E4BFRPV20ODH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"537","2019-06-06 17:04:18","2019-06-06 17:09:15","0","d1ecd793b5461935","100","297","1","2019-06-06 17:09:15","R_3lWvV2FjS0EGy8I","","","","",40.67,-73.97,"anonymous","EN","","","","","5","3","5","4","5","3.014","14.566","18.083","6","4","4","5","4","4","3","2.251","6.58","14.267","6","5","5","5","4","4","3","1.999","17.704","22.125","9","1","3","7","4","6","3.058","16.616","17.844","8","1","6","7","1","6","3.098","17.157","18.624","9","7","3","1","6","5.446","18.007","19.412","5","2","6","3","2","3","3.24","12.954","17.2","6","6","2","4","6","4.925","15.949","19.335","7","2","6","3","3","4","5.54","24.799","26.038","6","3","7","2","7","1","1.727","17.022","19.212","8","1","4","2","2","3","4.571","8.69","11.518","5","4","5","3","4","5","3.87","12.797","16.235","7","4","5","5","3","4","5.757","15.44","21.381","7","5","6","5","6","7","4.026","10.738","17.616","5","","c6e6c2898d980f03","33PPO7FECVFQXBSGA51ZRIV3JT9IDO","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"538","2019-06-06 17:04:01","2019-06-06 17:16:36","0","764b678e54d805c8","100","754","1","2019-06-06 17:16:36","R_2q1JJxBU6rKI9k6","","","","",34.03,-118.4,"anonymous","EN","","","","","5","1","2","2","6","8.71","84.018","84.848","5","3","5","2","2","2","3","11.684","43.587","45.768","7","6","7","5","1","2","7","7.19","29.411","30.209","6","2","2","7","2","5","6.486","25.592","26.934","5","1","6","6","1","5","22.834","45.728","46.998","7","7","1","1","7","7.004","21.107","21.776","4","1","4","4","7","2","3.453","17.73","18.432","5","5","3","3","5","6.426","18.503","19.386","4","4","7","2","5","4","3.322","48.818","49.642","6","1","7","1","7","1","5.094","15.067","16.607","5","6","1","1","7","7","21.154","34.434","35.345","5","6","1","5","7","1","3.875","122.845","124.071","6","5","7","7","1","1","3.33","75.969","79.532","5","5","3","2","5","6","98.53","113.203","114.049","6","","48209c8e9a58fda3","3OHYZ19UGC52VQ07OQN2LEJJAZBAO9","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"539","2019-06-06 17:13:39","2019-06-06 17:21:07","0","474d4be87a6ffafd","100","448","1","2019-06-06 17:21:08","R_Oy5532ctjLmovAJ","","","","",40.35,-79.86,"anonymous","EN","","","","","6","1","4","1","5","18.069","38.427","39.261","6","6","5","5","4","1","3","2.136","22.666","23.875","9","7","4","6","7","1","2","3.543","43.539","73.272","8","1","1","7","2","5","5.524","23.798","24.533","6","1","5","7","1","7","2.139","14.649","15.995","5","5","4","1","6","2.914","16.963","18.031","7","1","4","3","5","3","2.532","19.726","20.355","6","4","2","5","5","3.95","20.787","21.669","5","4","7","4","1","6","3.347","16.762","17.636","5","3","7","4","7","1","1.474","22.246","23.038","6","7","4","2","6","6","3.334","23.8","24.448","6","6","2","4","7","1","25.632","52.332","53.277","6","7","7","6","2","2","3.352","14.279","14.963","5","7","7","7","4","1","2.274","20.619","21.722","7","no","a3e41ff26f2e69a2","3VA45EW49NN612N7S7U9ADQG653O1X","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"540","2019-06-06 17:13:27","2019-06-06 17:24:14","0","1760fa78dc92c0be","100","646","1","2019-06-06 17:24:14","R_UA5uSbVRUHm9qfv","","","","",34.01,-81.08,"anonymous","EN","0","0","224.259","0","5","5","3","4","5","3.297","41.961","43.105","5","7","5","6","3","5","2","2.938","24.425","25.63","6","6","2","5","4","3","4","7.634","33.787","35.039","7","2","1","7","1","5","3.67","21.934","22.7","5","2","6","5","2","6","7.131","17.603","18.636","5","3","5","5","2","7.825","23.402","25.51","4","4","3","5","3","3","2.904","19.724","20.6","5","3","4","5","2","3.906","17.615","18.546","4","5","3","5","3","5","6.86","26.586","27.601","5","3","4","5","2","4","2.601","18.145","18.938","5","5","5","4","2","3","5.908","23.772","24.501","6","6","3","6","6","2","3.658","18.949","19.597","5","6","6","6","2","2","3.229","13.181","14.144","5","5","6","6","4","2","8.555","23.501","24.652","5","No","ffb60f69641ee6e4","3ERMJ6L4DYSWCLHX47W5JJSOERSM7H","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"541","2019-06-06 17:20:54","2019-06-06 17:25:18","0","1fc1594298e1913f","100","264","1","2019-06-06 17:25:19","R_tGuNBSflgBl7uc9","","","","",48.75,-122.49,"anonymous","EN","5.092","6.456","93.237","2","5","4","5","3","5","0.555","4.616","5.483","6","5","4","3","4","4","3","0.579","3.127","4","6","5","4","6","5","4","6","0.716","3.383","4.156","7","5","4","4","3","5","0.5","3.039","3.912","6","2","5","2","3","3","4.373","13.891","15.666","7","7","3","2","7","1.678","12.836","13.495","8","4","3","4","5","3","0.476","4.386","6.606","6","4","2","3","3","0.345","2.868","3.877","5","3","4","5","5","5","0.613","3.033","3.612","6","3","6","1","7","1","0.259","25.069","25.818","13","4","4","5","6","4","30.26","32.495","33.198","6","4","4","6","5","5","0.701","2.655","3.426","5","5","3","3","6","5","0.74","5.251","6.143","8","3","4","4","5","5","0.561","3.373","4.145","6","","c9dd3d76439c9d0e","36TFCYNS44A4ZMMDVNKQLDXGZYBXHH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"542","2019-06-06 17:33:41","2019-06-06 17:42:01","0","9bc17f0dd3334e46","100","499","1","2019-06-06 17:42:01","R_8IiR75U9hqvx5Vn","","","","",40.25,-75.14,"anonymous","EN","3.943","23.388","107.135","3","2","2","1","1","5","12.422","55.117","55.849","11","3","5","3","2","2","3","3.709","20.573","21.913","6","5","5","5","4","5","5","3.728","25.663","26.543","6","1","5","6","3","6","7.714","29.292","30.688","5","1","6","7","1","7","3.469","14.368","15.39","5","5","2","1","7","11.886","22.854","23.972","4","1","7","1","7","3","2.214","12.245","13.19","5","7","1","1","6","3.134","10.162","10.849","4","2","5","3","5","2","3.001","22.776","25.264","5","1","7","1","7","1","4.996","18.181","19.563","5","4","5","2","5","5","3.674","22.548","24.525","6","4","3","2","3","5","7.09","34.638","35.644","8","2","3","3","4","5","6.275","25.698","27.646","5","1","1","1","7","7","3.001","15.989","17.055","5","","c45069357821e607","3GFK2QRXX9HDUTXSKGNVUXGJLNKW5C","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"543","2019-06-06 13:33:17","2019-06-06 13:43:20","0","c8d3dbc4080d4e9d","33","602","0","2019-06-06 17:43:40","R_1dGoQuBIybm6R2Y","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","3","6","5","5","3","6","3.434","21.13","21.932","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","6","2","6","6","1.98","30.126","31.262","8","","a1ac4332ae128789","3GNCZX450INKGQC83Q0HAEO9K1QAP3","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"544","2019-06-06 13:52:20","2019-06-06 13:52:56","0","9d675caffad4574c","23","35","0","2019-06-06 17:53:41","R_1mLyC8pxmPyLdLe","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341fbd64110114b0","3K772S5NP8BVTMVW0IUYXOC9JQKHE8","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"545","2019-06-06 17:49:38","2019-06-06 17:54:09","0","49b9e0c9101c5fbf","100","270","1","2019-06-06 17:54:09","R_XNvxDMQLtM5RmDL","","","","",38.22,-85.69,"anonymous","EN","","","","","2","2","3","2","5","4.054","24.12","26.054","6","4","6","2","3","3","5","2.945","19.097","19.965","7","3","5","3","2","6","7","4.511","22.078","22.894","6","1","1","7","1","7","2.527","10.566","11.401","5","2","6","6","1","6","3.311","10.88","11.61","6","7","1","1","7","2.972","9.434","10.284","4","1","6","2","7","3","2.239","8.428","10.731","5","6","1","3","7","2.6","12.312","13.206","4","2","7","2","6","2","2.732","13.636","14.501","5","1","7","1","7","1","2.166","13.922","14.703","6","5","5","2","5","5","4.012","17.12","17.989","5","5","5","2","2","5","2.605","11.882","12.676","5","5","5","6","3","5","2.745","17.359","18.165","6","5","3","5","6","5","2.83","15.992","16.947","5","no","25d9ff8f84f27d2c","3MRNMEIQW56SNC0MV8YCJYNV0XKLDM","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"546","2019-06-06 17:58:55","2019-06-06 18:05:09","0","5dc56838e6dd1b41","100","373","1","2019-06-06 18:05:09","R_1d4hiWUbxuPDHpG","","","","",37.33,-120.51,"anonymous","EN","0","0","136.46","0","1","1","2","1","5","1.924","14.868","15.715","5","2","6","2","2","1","6","2.005","11.548","12.563","6","3","6","1","2","6","7","4.299","14.825","15.573","7","1","1","6","2","5","7.024","15.71","16.282","5","1","7","7","1","7","1.913","10.818","11.536","5","7","2","1","7","4.821","11.093","11.701","4","1","7","1","7","3","2.481","8.257","8.853","5","7","1","1","7","2.403","5.802","6.521","5","2","7","1","7","1","2.294","10.702","11.494","5","1","7","1","7","1","4.25","11.186","11.743","6","3","2","1","5","6","3.813","18.108","18.878","7","6","4","2","3","4","5.44","19.943","20.816","7","6","5","5","2","3","3.8","12.894","13.553","5","5","3","3","6","6","2.403","14.258","15.071","5","","572a7cc58c077721","3570Y55XZPJFZVHCGDOAJRSOM47GYM","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"547","2019-06-06 18:21:09","2019-06-06 18:32:57","0","b0ceee3ffa2385c8","100","708","1","2019-06-06 18:32:58","R_24uRK7xGnnjO1po","","","","",33.95,-118.25,"anonymous","EN","","","","","6","4","5","2","5","5.778","27.544","28.519","11","4","3","6","5","2","2","1.9","20.932","21.816","13","7","4","4","4","2","4","3.603","24.188","25.248","9","4","5","6","2","4","4.029","18.179","19.15","7","2","6","6","1","7","2.846","169.77","170.749","10","4","6","4","4","10.011","18.51","19.547","7","4","2","4","4","3","2.513","17.763","18.662","8","4","4","5","4","10.787","23.368","24.083","8","5","4","5","4","5","4.401","23.135","23.976","10","4","5","6","3","3","3.762","23.962","24.888","12","4","2","4","2","4","2.595","33.147","34.011","16","5","4","4","3","3","2.936","115.142","115.698","10","5","5","4","3","4","2.738","13.654","14.37","9","6","6","6","2","1","12.042","30.06","31.238","8","No","068d97bd79998dc5","33PPUNGG3856TB0VSAK5W2FXU8SRZS","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"548","2019-06-06 18:28:59","2019-06-06 18:39:44","0","d87c7a0af49d8b97","100","645","1","2019-06-06 18:39:45","R_2PmVmvgoqZiyaSj","","","","",40.77,-74.02,"anonymous","EN","0","0","143.853","0","7","5","4","6","5","4.727","27.396","28.479","5","7","5","3","7","7","7","2.783","27.952","29.637","6","7","7","4","7","1","6","4.288","26.337","27.638","6","1","1","7","1","7","3.891","18.952","20.453","5","1","7","7","1","7","3.661","17.246","18.849","5","6","1","1","7","5.892","23.639","24.992","5","4","4","1","5","3","18.961","34.086","35.456","5","7","1","1","7","5.499","16.923","18.351","4","1","7","1","7","4","6.5","23.361","25.737","5","7","7","7","7","1","4.756","24.91","26.673","5","4","1","1","5","7","6.11","26.239","30.162","7","7","1","7","7","1","3.238","17.728","18.904","5","1","7","7","1","1","5.124","26.283","27.242","8","1","7","7","1","7","4.265","20.331","21.867","5","No","3fc7858d3899e97d","358010RM5ET9HNHX0C1U0EOP7E9XVW","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"549","2019-06-06 19:05:16","2019-06-06 19:20:32","0","dc042340a4623227","100","915","1","2019-06-06 19:20:33","R_3PNQE8Whh8Ur2Zy","","","","",33.43,-111.93,"anonymous","EN","","","","","5","3","5","4","5","54.743","86.055","87.642","5","5","6","5","3","3","5","6.684","190.377","191.949","6","4","5","5","2","4","5","43.088","75.599","77.286","6","2","3","6","4","6","12.712","53.893","55.56","6","2","6","6","3","5","16.979","43.967","45.777","5","4","3","2","6","8.577","26.994","28.309","4","2","6","2","6","3","29.033","50.364","51.997","5","6","1","2","6","7.283","22.499","23.75","4","3","5","1","6","2","5.376","55.946","59.608","6","2","6","4","7","1","5.025","29.763","31.601","5","5","5","5","5","6","5.172","38.488","39.795","5","3","6","2","2","6","9.289","34.05","36.903","6","4","3","5","5","5","5.124","26.863","28.361","5","6","6","4","5","5","6.862","33.529","34.915","5","no problems","789239b89a4462b7","3MRNMEIQW56SNC0MV8YCJYNV0Y3LD7","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"550","2019-06-06 19:07:50","2019-06-06 19:25:51","0","cc0295d2329395d6","100","1080","1","2019-06-06 19:25:51","R_1FPxy0CryvgwDEC","","","","",41.22,-75.77,"anonymous","EN","113.002","238.144","239.305","6","6","4","6","6","5","64.769","136.25","138.281","5","6","5","5","4","2","2","4.424","75.843","76.995","6","3","6","4","5","2","6","8.789","43.101","44.75","6","2","2","6","2","3","12.01","42.186","43.97","5","2","7","6","1","6","3.499","22.859","24.842","5","6","3","2","6","5.644","27.5","28.811","4","2","4","4","6","3","4.107","24.602","26.211","5","6","2","2","6","5.125","19.703","21.051","4","2","6","2","6","2","11.329","41.001","42.642","5","2","7","2","6","1","5.07","29.726","30.709","5","3","2","2","6","6","5.933","34.637","36.414","5","6","5","3","4","4","7.712","34.576","35.568","5","6","3","2","6","6","6.869","32.877","34.454","5","6","7","7","5","6","4.826","134.521","135.568","5","no comments Thank You","dc3af0007ea7babd","3OWEPKL089C2U32XG8B5WYHOJI1N7J","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"551","2019-06-06 19:13:56","2019-06-06 19:33:37","0","b18c60453eed4f44","100","1180","1","2019-06-06 19:33:37","R_2VykUSM3zdBjEAb","","","","",30.34,-81.74,"anonymous","EN","","","","","2","1","1","1","5","5.942","73.415","76.132","5","1","6","1","1","4","5","15.907","60.7","62.084","6","2","3","5","4","1","6","18.762","88.692","91.368","6","3","3","5","2","5","13.081","115.416","119.415","5","2","6","6","2","6","6.515","34.78","36.485","5","5","6","1","7","9.73","63.273","65.236","4","1","6","2","6","3","17.234","51.961","53.421","5","5","1","4","5","20.092","44.64","47.429","4","2","2","3","4","3","17.718","74.4","77.29","6","6","7","2","7","1","10.558","42.785","44.629","5","4","4","1","7","6","9.395","67.012","69.886","5","6","6","6","5","3","16.613","62.562","64.24","5","6","4","2","5","6","16.733","46.731","48.422","5","5","6","6","5","7","7.079","60.652","62.362","5","We all have much to learn.","6ad61019ff215580","3Q8GYXHFEP24GVRN3PNUI39GT8U5C6","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
