StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
9/7/17 9:24,9/7/17 9:30,IP Address,67211f64164c83e0,100,367,TRUE,9/7/17 9:30,R_22tprAbUEq1JUNS,,,,,,,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Male,48,White,Non-religious,Some Undergraduate Education,"Less than $20,000",No,No,,,,9b573db6043175f9,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:17,9/7/17 9:30,IP Address,59a04f7b9af655e1,100,793,TRUE,9/7/17 9:30,R_1lrwzIKQK6IY5VZ,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Somewhat disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Female,35,Black or African American,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,Thank you,3ee9eb9f7d7f1a67,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:10,9/7/17 9:30,IP Address,8eadc195fcc47a9b,100,1168,TRUE,9/7/17 9:30,R_VRnLGZlJq3dxS8x,,,,,,,anonymous,EN,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Female,36,"Other, or prefer not to say","Other, or prefer not to say",Some Undergraduate Education,"Less than $20,000",No,No,,,thank you,95278e3eb9894a9e,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:14,9/7/17 9:30,IP Address,cf767041fe7ebb3c,100,952,TRUE,9/7/17 9:30,R_a61TkITQEK2Bvnb,,,,,,,anonymous,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Male,28,White,Non-religious,Some Undergraduate Education,"Less than $20,000",No,No,,,,41df862b4360a6a6,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:24,9/7/17 9:31,IP Address,3529f0a0d5c5009c,100,391,TRUE,9/7/17 9:31,R_3QJbLQOHOXpkwKn,,,,,,,anonymous,EN,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,31,White,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,"A couple of times I had selected a bubble and upon selecting the next one, it disappeared, so I had to reinput a selection... Think I caught all the ones that did that, but figured I'd let u know in case surveys have a randomly missing bubble (hopefully the page would not have been able to advance though and it isn't an issue).",3ef710c99c10fa30,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:26,9/7/17 9:31,IP Address,19b1047e9997afd5,100,301,TRUE,9/7/17 9:31,R_271NnzWdjwWHNI5,,,,,,,anonymous,EN,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Male,20,White,Non-religious,Undergraduate Degree,"$20,000 - $30,0000",No,No,,,,becdb96c56b99ee4,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:21,9/7/17 9:31,IP Address,95b3e1e454f7ba03,100,629,TRUE,9/7/17 9:31,R_77jDoeoPGX7u5xv,,,,,,,anonymous,EN,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Female,33,White,Christian,Undergraduate Degree,"$70,001 - $100,000",Yes,No,1,4 years old,None. ,c2c066834de5c57c,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:22,9/7/17 9:31,IP Address,d646d5b085e21e64,100,541,TRUE,9/7/17 9:31,R_3QbD0CRUXj7Zlxn,,,,,,,anonymous,EN,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Female,31,Black or African American,Christian,Some Graduate or Professional Education,"$30,001 - $50,000",Yes,No,1,8 years old,None ,a266c669a6759282,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:26,9/7/17 9:32,IP Address,f992c064b4cc289f,100,362,TRUE,9/7/17 9:32,R_8lfv0oNnI1y34IN,,,,,,,anonymous,EN,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Male,33,Black or African American,Non-religious,Undergraduate Degree,"$70,001 - $100,000",No,No,,,no,6fe2fc6276b62cf1,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:23,9/7/17 9:32,IP Address,de2faba72a3c26df,100,547,TRUE,9/7/17 9:32,R_1Lhhb4UwbG2WWqd,,,,,,,anonymous,EN,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Somewhat agree,Female,37,Asian,Christian,Undergraduate Degree,"$30,001 - $50,000",Yes,No,2,6 years old,No.,c7d9ef82ad026452,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:02,9/7/17 9:32,IP Address,b363e4e6c133a825,100,1802,TRUE,9/7/17 9:32,R_3Jemshg3kteKHVC,,,,,,,anonymous,EN,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Female,53,White,Christian,Undergraduate Degree,"$70,001 - $100,000",Yes,No,1,18 years old,,ad1b213088bf505c,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:27,9/7/17 9:33,IP Address,d6df6330c8369ee8,100,319,TRUE,9/7/17 9:33,R_Zqvcd9pfH9iNXjj,,,,,,,anonymous,EN,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Female,35,White,Christian,Undergraduate Degree,"Less than $20,000",No,No,,,,262917e3c60acee6,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:04,9/7/17 9:33,IP Address,19da1c679376ef9f,100,1765,TRUE,9/7/17 9:33,R_30tJng3y32HhkUu,,,,,,,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Female,27,White,Non-religious,Undergraduate Degree,"$30,001 - $50,000",No,No,,,,5387eab35402ce71,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:27,9/7/17 9:33,IP Address,5015c2a68360ceed,100,365,TRUE,9/7/17 9:33,R_AmPsLFbwBg6lrVv,,,,,,,anonymous,EN,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Female,53,White,Christian,Graduate or Professional Degree,"$70,001 - $100,000",Yes,No,3,Over 18 years old,I think vaccines are great.,2b9df3cd2381fec8,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:06,9/7/17 9:34,IP Address,d71a74736591341f,100,1662,TRUE,9/7/17 9:34,R_24piuiLbepaVDe7,,,,,,,anonymous,EN,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Agree,Somewhat disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Male,35,White,Christian,Undergraduate Degree,"$70,001 - $100,000",No,No,,,,d76c97936d49b845,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
